4.500000000000000000e+02,3.000000000000000000e+02,6.000000000000000000e+02,4.500000000000000000e+02,3.000000000000000000e+02,9.000000000000000000e+02,4.500000000000000000e+02,8.000000000000000000e+02,7.000000000000000000e+02,7.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,8.000000000000000000e+02,6.000000000000000000e+02,9.000000000000000000e+02,7.000000000000000000e+02,5.000000000000000000e+02,3.000000000000000000e+02,1.100000000000000000e+03,3.000000000000000000e+02,1.000000000000000000e+03,4.000000000000000000e+02,6.000000000000000000e+02,8.000000000000000000e+02,7.000000000000000000e+02,4.500000000000000000e+02,4.500000000000000000e+02,9.000000000000000000e+02,5.000000000000000000e+02,9.000000000000000000e+02,8.000000000000000000e+02,1.000000000000000000e+03,3.500000000000000000e+02,3.500000000000000000e+02,4.500000000000000000e+02,8.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,3.000000000000000000e+02,5.000000000000000000e+02,9.000000000000000000e+02,7.000000000000000000e+02,4.500000000000000000e+02,4.500000000000000000e+02,4.000000000000000000e+02,9.000000000000000000e+02,1.100000000000000000e+03,4.500000000000000000e+02,6.000000000000000000e+02,3.500000000000000000e+02,1.000000000000000000e+03,8.000000000000000000e+02,4.500000000000000000e+02,7.000000000000000000e+02,7.000000000000000000e+02,8.000000000000000000e+02,3.500000000000000000e+02,1.100000000000000000e+03
4.000000000000000000e+02,1.100000000000000000e+03,9.000000000000000000e+02,4.500000000000000000e+02,6.000000000000000000e+02,7.000000000000000000e+02,5.000000000000000000e+02,9.000000000000000000e+02,6.000000000000000000e+02,7.000000000000000000e+02,9.000000000000000000e+02,7.000000000000000000e+02,7.000000000000000000e+02,6.000000000000000000e+02,9.000000000000000000e+02,4.000000000000000000e+02,5.000000000000000000e+02,9.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,5.000000000000000000e+02,6.000000000000000000e+02,1.100000000000000000e+03,9.000000000000000000e+02,3.500000000000000000e+02,7.000000000000000000e+02,3.000000000000000000e+02,1.000000000000000000e+03,6.000000000000000000e+02,6.000000000000000000e+02,1.000000000000000000e+03,3.000000000000000000e+02,9.000000000000000000e+02,1.100000000000000000e+03,1.100000000000000000e+03,1.000000000000000000e+03,4.500000000000000000e+02,4.000000000000000000e+02,3.000000000000000000e+02,7.000000000000000000e+02,1.100000000000000000e+03,9.000000000000000000e+02,5.000000000000000000e+02,3.500000000000000000e+02,5.000000000000000000e+02,4.000000000000000000e+02,8.000000000000000000e+02,8.000000000000000000e+02,7.000000000000000000e+02,1.100000000000000000e+03,5.000000000000000000e+02,7.000000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e+02,4.000000000000000000e+02,7.000000000000000000e+02,3.000000000000000000e+02,8.000000000000000000e+02
3.500000000000000000e+02,5.000000000000000000e+02,1.000000000000000000e+03,6.000000000000000000e+02,4.000000000000000000e+02,8.000000000000000000e+02,1.000000000000000000e+03,9.000000000000000000e+02,4.000000000000000000e+02,9.000000000000000000e+02,3.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,5.000000000000000000e+02,3.500000000000000000e+02,4.500000000000000000e+02,3.500000000000000000e+02,4.500000000000000000e+02,5.000000000000000000e+02,4.500000000000000000e+02,9.000000000000000000e+02,3.000000000000000000e+02,1.000000000000000000e+03,1.000000000000000000e+03,6.000000000000000000e+02,3.500000000000000000e+02,7.000000000000000000e+02,7.000000000000000000e+02,6.000000000000000000e+02,9.000000000000000000e+02,3.000000000000000000e+02,3.500000000000000000e+02,4.500000000000000000e+02,7.000000000000000000e+02,8.000000000000000000e+02,6.000000000000000000e+02,4.500000000000000000e+02,3.500000000000000000e+02,1.100000000000000000e+03,3.500000000000000000e+02,7.000000000000000000e+02,6.000000000000000000e+02,4.500000000000000000e+02,7.000000000000000000e+02,4.500000000000000000e+02,9.000000000000000000e+02,4.500000000000000000e+02,6.000000000000000000e+02,8.000000000000000000e+02,7.000000000000000000e+02,8.000000000000000000e+02,7.000000000000000000e+02,3.000000000000000000e+02,4.500000000000000000e+02,7.000000000000000000e+02,4.500000000000000000e+02,3.000000000000000000e+02
4.000000000000000000e+02,8.000000000000000000e+02,7.000000000000000000e+02,7.000000000000000000e+02,9.000000000000000000e+02,4.000000000000000000e+02,1.000000000000000000e+03,7.000000000000000000e+02,1.000000000000000000e+03,4.000000000000000000e+02,4.500000000000000000e+02,9.000000000000000000e+02,3.500000000000000000e+02,3.500000000000000000e+02,7.000000000000000000e+02,4.500000000000000000e+02,5.000000000000000000e+02,3.000000000000000000e+02,1.000000000000000000e+03,7.000000000000000000e+02,3.500000000000000000e+02,8.000000000000000000e+02,6.000000000000000000e+02,1.100000000000000000e+03,1.000000000000000000e+03,1.100000000000000000e+03,5.000000000000000000e+02,3.000000000000000000e+02,3.500000000000000000e+02,7.000000000000000000e+02,1.100000000000000000e+03,5.000000000000000000e+02,4.000000000000000000e+02,4.500000000000000000e+02,3.500000000000000000e+02,6.000000000000000000e+02,7.000000000000000000e+02,3.500000000000000000e+02,8.000000000000000000e+02,6.000000000000000000e+02,1.100000000000000000e+03,1.100000000000000000e+03,4.500000000000000000e+02,6.000000000000000000e+02,3.500000000000000000e+02,1.100000000000000000e+03,3.500000000000000000e+02,4.500000000000000000e+02,1.100000000000000000e+03,4.500000000000000000e+02,5.000000000000000000e+02,6.000000000000000000e+02,1.100000000000000000e+03,4.500000000000000000e+02,7.000000000000000000e+02,9.000000000000000000e+02,1.100000000000000000e+03,1.000000000000000000e+03
3.000000000000000000e+02,4.000000000000000000e+02,5.000000000000000000e+02,3.500000000000000000e+02,4.500000000000000000e+02,4.500000000000000000e+02,6.000000000000000000e+02,9.000000000000000000e+02,1.000000000000000000e+03,1.000000000000000000e+03,6.000000000000000000e+02,8.000000000000000000e+02,6.000000000000000000e+02,3.000000000000000000e+02,6.000000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e+02,4.500000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,5.000000000000000000e+02,9.000000000000000000e+02,4.500000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,5.000000000000000000e+02,1.100000000000000000e+03,5.000000000000000000e+02,7.000000000000000000e+02,4.000000000000000000e+02,3.000000000000000000e+02,5.000000000000000000e+02,3.500000000000000000e+02,8.000000000000000000e+02,1.000000000000000000e+03,3.000000000000000000e+02,4.000000000000000000e+02,7.000000000000000000e+02,3.500000000000000000e+02,9.000000000000000000e+02,1.100000000000000000e+03,9.000000000000000000e+02,6.000000000000000000e+02,4.500000000000000000e+02,3.000000000000000000e+02,4.000000000000000000e+02,1.100000000000000000e+03,4.500000000000000000e+02,4.500000000000000000e+02,1.100000000000000000e+03,4.500000000000000000e+02,8.000000000000000000e+02,5.000000000000000000e+02,6.000000000000000000e+02,1.000000000000000000e+03,1.100000000000000000e+03,9.000000000000000000e+02,6.000000000000000000e+02
1.100000000000000000e+03,4.000000000000000000e+02,1.100000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.100000000000000000e+03,4.000000000000000000e+02,6.000000000000000000e+02,5.000000000000000000e+02,3.500000000000000000e+02,9.000000000000000000e+02,6.000000000000000000e+02,7.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,9.000000000000000000e+02,1.100000000000000000e+03,9.000000000000000000e+02,4.500000000000000000e+02,7.000000000000000000e+02,5.000000000000000000e+02,7.000000000000000000e+02,8.000000000000000000e+02,7.000000000000000000e+02,3.500000000000000000e+02,3.500000000000000000e+02,4.500000000000000000e+02,4.500000000000000000e+02,5.000000000000000000e+02,3.500000000000000000e+02,8.000000000000000000e+02,3.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,4.500000000000000000e+02,1.100000000000000000e+03,3.500000000000000000e+02,5.000000000000000000e+02,7.000000000000000000e+02,4.000000000000000000e+02,9.000000000000000000e+02,3.500000000000000000e+02,9.000000000000000000e+02,8.000000000000000000e+02,3.000000000000000000e+02,8.000000000000000000e+02,1.100000000000000000e+03,3.500000000000000000e+02,1.100000000000000000e+03,3.000000000000000000e+02,3.000000000000000000e+02,8.000000000000000000e+02,3.500000000000000000e+02,3.500000000000000000e+02,6.000000000000000000e+02,1.100000000000000000e+03,8.000000000000000000e+02,8.000000000000000000e+02
6.000000000000000000e+02,8.000000000000000000e+02,3.500000000000000000e+02,1.100000000000000000e+03,9.000000000000000000e+02,7.000000000000000000e+02,3.000000000000000000e+02,6.000000000000000000e+02,9.000000000000000000e+02,7.000000000000000000e+02,7.000000000000000000e+02,1.000000000000000000e+03,3.500000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,9.000000000000000000e+02,1.000000000000000000e+03,4.000000000000000000e+02,4.500000000000000000e+02,8.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,1.100000000000000000e+03,5.000000000000000000e+02,3.500000000000000000e+02,3.000000000000000000e+02,1.100000000000000000e+03,3.500000000000000000e+02,5.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,1.000000000000000000e+03,8.000000000000000000e+02,3.500000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,1.000000000000000000e+03,1.000000000000000000e+03,3.500000000000000000e+02,5.000000000000000000e+02,4.000000000000000000e+02,9.000000000000000000e+02,9.000000000000000000e+02,4.000000000000000000e+02,9.000000000000000000e+02,6.000000000000000000e+02,9.000000000000000000e+02,1.000000000000000000e+03,8.000000000000000000e+02,5.000000000000000000e+02,9.000000000000000000e+02,3.000000000000000000e+02,1.000000000000000000e+03,1.000000000000000000e+03,8.000000000000000000e+02
1.000000000000000000e+03,7.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,8.000000000000000000e+02,5.000000000000000000e+02,9.000000000000000000e+02,1.100000000000000000e+03,4.500000000000000000e+02,3.500000000000000000e+02,3.000000000000000000e+02,7.000000000000000000e+02,9.000000000000000000e+02,9.000000000000000000e+02,3.500000000000000000e+02,1.000000000000000000e+03,3.500000000000000000e+02,1.000000000000000000e+03,4.500000000000000000e+02,8.000000000000000000e+02,8.000000000000000000e+02,7.000000000000000000e+02,1.100000000000000000e+03,4.500000000000000000e+02,4.000000000000000000e+02,7.000000000000000000e+02,3.500000000000000000e+02,3.500000000000000000e+02,9.000000000000000000e+02,4.500000000000000000e+02,3.000000000000000000e+02,3.000000000000000000e+02,3.500000000000000000e+02,4.000000000000000000e+02,1.100000000000000000e+03,4.000000000000000000e+02,7.000000000000000000e+02,1.100000000000000000e+03,5.000000000000000000e+02,4.000000000000000000e+02,4.500000000000000000e+02,6.000000000000000000e+02,5.000000000000000000e+02,3.000000000000000000e+02,3.500000000000000000e+02,4.000000000000000000e+02,1.100000000000000000e+03,4.000000000000000000e+02,4.500000000000000000e+02,3.500000000000000000e+02,5.000000000000000000e+02,6.000000000000000000e+02,3.500000000000000000e+02,6.000000000000000000e+02,5.000000000000000000e+02,3.000000000000000000e+02,6.000000000000000000e+02
1.100000000000000000e+03,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,5.000000000000000000e+02,1.000000000000000000e+03,3.000000000000000000e+02,3.000000000000000000e+02,1.000000000000000000e+03,3.500000000000000000e+02,4.000000000000000000e+02,3.000000000000000000e+02,5.000000000000000000e+02,4.000000000000000000e+02,7.000000000000000000e+02,6.000000000000000000e+02,4.500000000000000000e+02,6.000000000000000000e+02,3.500000000000000000e+02,5.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,7.000000000000000000e+02,6.000000000000000000e+02,1.000000000000000000e+03,3.000000000000000000e+02,1.000000000000000000e+03,8.000000000000000000e+02,1.000000000000000000e+03,8.000000000000000000e+02,5.000000000000000000e+02,8.000000000000000000e+02,9.000000000000000000e+02,6.000000000000000000e+02,7.000000000000000000e+02,8.000000000000000000e+02,9.000000000000000000e+02,3.500000000000000000e+02,8.000000000000000000e+02,4.000000000000000000e+02,7.000000000000000000e+02,1.000000000000000000e+03,3.000000000000000000e+02,4.500000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,9.000000000000000000e+02,1.100000000000000000e+03,1.100000000000000000e+03,9.000000000000000000e+02,6.000000000000000000e+02,1.100000000000000000e+03,1.100000000000000000e+03,3.000000000000000000e+02,1.100000000000000000e+03,3.000000000000000000e+02,8.000000000000000000e+02,8.000000000000000000e+02
4.500000000000000000e+02,6.000000000000000000e+02,4.500000000000000000e+02,8.000000000000000000e+02,1.100000000000000000e+03,1.000000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e+02,9.000000000000000000e+02,3.500000000000000000e+02,1.100000000000000000e+03,6.000000000000000000e+02,8.000000000000000000e+02,5.000000000000000000e+02,1.000000000000000000e+03,9.000000000000000000e+02,5.000000000000000000e+02,9.000000000000000000e+02,1.000000000000000000e+03,1.000000000000000000e+03,3.500000000000000000e+02,3.000000000000000000e+02,4.500000000000000000e+02,1.000000000000000000e+03,6.000000000000000000e+02,5.000000000000000000e+02,1.000000000000000000e+03,1.000000000000000000e+03,3.000000000000000000e+02,1.000000000000000000e+03,1.000000000000000000e+03,3.000000000000000000e+02,5.000000000000000000e+02,9.000000000000000000e+02,4.500000000000000000e+02,7.000000000000000000e+02,9.000000000000000000e+02,1.000000000000000000e+03,6.000000000000000000e+02,7.000000000000000000e+02,3.000000000000000000e+02,4.000000000000000000e+02,3.000000000000000000e+02,1.100000000000000000e+03,4.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,7.000000000000000000e+02,3.000000000000000000e+02,3.000000000000000000e+02,1.100000000000000000e+03,1.100000000000000000e+03,8.000000000000000000e+02,1.000000000000000000e+03,3.500000000000000000e+02,4.000000000000000000e+02,5.000000000000000000e+02,1.000000000000000000e+03
3.000000000000000000e+02,7.000000000000000000e+02,6.000000000000000000e+02,5.000000000000000000e+02,3.000000000000000000e+02,1.000000000000000000e+03,4.000000000000000000e+02,1.000000000000000000e+03,6.000000000000000000e+02,8.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,1.100000000000000000e+03,5.000000000000000000e+02,1.100000000000000000e+03,1.000000000000000000e+03,1.100000000000000000e+03,1.000000000000000000e+03,3.000000000000000000e+02,8.000000000000000000e+02,7.000000000000000000e+02,4.500000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,3.000000000000000000e+02,5.000000000000000000e+02,3.000000000000000000e+02,8.000000000000000000e+02,5.000000000000000000e+02,4.500000000000000000e+02,3.500000000000000000e+02,6.000000000000000000e+02,8.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,6.000000000000000000e+02,7.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,8.000000000000000000e+02,8.000000000000000000e+02,4.500000000000000000e+02,3.500000000000000000e+02,4.500000000000000000e+02,4.000000000000000000e+02,3.000000000000000000e+02,3.000000000000000000e+02,4.500000000000000000e+02,5.000000000000000000e+02,7.000000000000000000e+02,7.000000000000000000e+02,4.500000000000000000e+02,9.000000000000000000e+02,1.000000000000000000e+03,3.000000000000000000e+02,4.500000000000000000e+02,1.100000000000000000e+03
4.500000000000000000e+02,1.100000000000000000e+03,3.000000000000000000e+02,3.000000000000000000e+02,4.000000000000000000e+02,4.500000000000000000e+02,6.000000000000000000e+02,7.000000000000000000e+02,8.000000000000000000e+02,5.000000000000000000e+02,3.500000000000000000e+02,4.000000000000000000e+02,1.000000000000000000e+03,1.000000000000000000e+03,9.000000000000000000e+02,1.100000000000000000e+03,8.000000000000000000e+02,1.100000000000000000e+03,4.000000000000000000e+02,3.500000000000000000e+02,1.000000000000000000e+03,1.000000000000000000e+03,4.000000000000000000e+02,8.000000000000000000e+02,9.000000000000000000e+02,3.500000000000000000e+02,3.000000000000000000e+02,8.000000000000000000e+02,9.000000000000000000e+02,1.000000000000000000e+03,4.500000000000000000e+02,4.000000000000000000e+02,9.000000000000000000e+02,1.100000000000000000e+03,3.000000000000000000e+02,9.000000000000000000e+02,4.000000000000000000e+02,3.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,3.500000000000000000e+02,1.000000000000000000e+03,3.000000000000000000e+02,1.100000000000000000e+03,7.000000000000000000e+02,1.100000000000000000e+03,3.500000000000000000e+02,4.500000000000000000e+02,1.100000000000000000e+03,8.000000000000000000e+02,6.000000000000000000e+02,1.000000000000000000e+03,8.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,8.000000000000000000e+02,9.000000000000000000e+02,9.000000000000000000e+02
